"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
pplabor_time1,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst1,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast1,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht1,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat1,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt1,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present1,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station1,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns1,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns1,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn1,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_date2,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplabor_time2,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst2,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast2,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht2,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat2,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt2,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present2,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station2,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns2,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns2,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn2,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_date3,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplabor_time3,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst3,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast3,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht3,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat3,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt3,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present3,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station3,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns3,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns3,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn3,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_date4,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplabor_time4,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst4,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast4,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht4,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat4,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt4,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present4,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station4,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns4,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns4,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn4,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_date5,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplabor_time5,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst5,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast5,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht5,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat5,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt5,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present5,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station5,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns5,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns5,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn5,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_date6,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplabor_time6,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst6,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast6,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht6,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat6,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt6,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present6,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station6,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns6,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns6,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn6,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_time7,postpartum_data_abstraction,,text,"Labor Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pplabor] = '1'",,,,,
pplabor_date7,postpartum_data_abstraction,,text,"Labor Date:",,,date_mdy,,,,"[pplabor] = '1'",,,,,
pplaborbpsyst7,postpartum_data_abstraction,,text,"Blood Pressure (Systolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplaborbpdiast7,postpartum_data_abstraction,,text,"Blood Pressure (Diastolic)",,mmHg,,,,,"[pplabor] = '1'",,,,,
pplabor_fht7,postpartum_data_abstraction,,text,FHT:,,(Beats/min),,,,,"[pplabor] = '1'",,,,,
pplabor_dilat7,postpartum_data_abstraction,,text,Dilation:,,(cms),,,,,"[pplabor] = '1'",,,,,
pplabor_effacmt7,postpartum_data_abstraction,,text,Effacement:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_present7,postpartum_data_abstraction,,text,Presentation:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_station7,postpartum_data_abstraction,,text,Station,,,,,,,"[pplabor] = '1'",,,,,
pplabor_membns7,postpartum_data_abstraction,,text,Membranes:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_contrctns7,postpartum_data_abstraction,,text,Contractions:,,,,,,,"[pplabor] = '1'",,,,,
pplabor_medictn7,postpartum_data_abstraction,,text,Medications:,,,,,,,"[pplabor] = '1'",,,,,
ppstagetiming,postpartum_data_abstraction,"STAGES AND TIMING",radio,"Stages and Timing:","1, Yes | 2, Not Reported",,,,,,,,,,,
ppfirststagehrs,postpartum_data_abstraction,,text,"First Stage (hours):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppfirststagemins,postpartum_data_abstraction,,text,"First Stage (minutes):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppsecondstagehrs,postpartum_data_abstraction,,text,"Second Stages (hours):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppfsecondstagemins,postpartum_data_abstraction,,text,"Second Stage (minutes):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppthirdstagehrs,postpartum_data_abstraction,,text,"Third Stages (hours):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppthirdstagemins,postpartum_data_abstraction,,text,"Third Stage (minutes):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
pptotaltimlabrhrs,postpartum_data_abstraction,,text,"Total Time in Labor (hours):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
pptotaltimlabrmins,postpartum_data_abstraction,,text,"Total Time in Labor (Minutes):",,,integer,,,,"[ppstagetiming] = '1'",,,,,
ppdatedel,postpartum_data_abstraction,"DELIVERY INFORMATION",text,"Date of delivery reported:",,MM-DD-YYYY,date_mdy,,,,,,,,,
pptimedel,postpartum_data_abstraction,,text,"Time of delivery reported:",,"Militar Time (hh:mm) (1:00pm = 13:00)",time,00:01,23:59,,,,,,,
pptypedel,postpartum_data_abstraction,"TYPE OF DELIVERY",radio,"Type of Delivery:","1, Vaginal Delivery | 2, Cesarean Section Delivery",,,,,,,,,,,
ppspontan,postpartum_data_abstraction,,radio,"Vaginal Delivery","1, Spontaneous Vaginal Delivery | 2, Operative Delivery | 3, Vaginal Birth After Cesarean",,,,,,[pptypedel]='1',,,,,
ppopertdel,postpartum_data_abstraction,,radio,"Specify Operative Delivery:","1, Vacuum | 2, Forceps",,,,,,[ppspontan]='2',,,,,
ppepisiot,postpartum_data_abstraction,,radio,Episiotomy:,"0, No | 1, Yes | 2, Not Reported",,,,,,[pptypedel]='1',,,,,
ppvaglacn,postpartum_data_abstraction,,radio,"Vaginal/Perianal Lacerations:","0, No | 1, Yes | 2, Not Reported",,,,,,[pptypedel]='1',,,,,
pplaceration,postpartum_data_abstraction,,text,"Grade of Laceration",,,,,,,"[ppvaglacn] = '1'",,,,,
ppcesarsect,postpartum_data_abstraction,,radio,"Cesarean Section Delivery","1, Primary | 2, Repeat | 3, Not Reported",,,,,,[pptypedel]='2',,,,,
ppreascsect,postpartum_data_abstraction,,radio,"Reason for Cesarean Section","1, Cervix did not fully dilated. | 2, Failure to descend/progress. | 3, Abnormal Fetal Heart Rate: | 4, Fetal Position: | 5, Fetal Macrosomia. | 6, Intrauterine growth retardation. | 7, Previous Cesarean Section. | 97, Other (specify):","Choose just one",,,,,[pptypedel]='2',,,,,
ppcervxdltd,postpartum_data_abstraction,,text,"Cervix Dilated up to (cm)",,,integer,,,,"[ppreascsect] = '1'",,,,,
ppabnlfhrate,postpartum_data_abstraction,,radio,"Abnormal Fetal Heart Rate:","1, Bradycardia | 2, Tachycardia (HR>160 bpm)",,,,,,"[ppreascsect] = '3'",,,,,
ppfetalpositn,postpartum_data_abstraction,,radio,"Fetal Position Abnormal:","1, Breech | 2, Transverse | 97, Other Position",,,,,,"[ppreascsect] = '4'",,,,,
ppfetalposit97,postpartum_data_abstraction,,notes,"Specify Other Position:",,,,,,,"[ppfetalpositn] = '97'",,,,,
ppothercs,postpartum_data_abstraction,,notes,"Specify Other Reason for Cesarean Section:",,,,,,,"[ppreascsect] = '97'",,,,,
ppor_entry_start,postpartum_data_abstraction,,text,"OR Entry Start Time",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pptypedel] = '2'",,,,,
ppor_entry_end,postpartum_data_abstraction,,text,"OR Entry End Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[pptypedel] = '2'",,,,,
ppepi_spinal_anesth,postpartum_data_abstraction,,radio,"Epidural/Spinal Anesthesia:","1, Yes | 0, No | 999, Not Reported",,,,,,"[pptypedel] = '2'",,,,,
ppesanesth_admdate,postpartum_data_abstraction,,text,"Administration Date:",,(MM/DD/YYYY),date_mdy,,,,"[ppepi_spinal_anesth] = '1'",,,,,
ppanest_start_time,postpartum_data_abstraction,,text,"Start Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[ppepi_spinal_anesth] = '1'",,,,,
ppanest_end_time,postpartum_data_abstraction,,text,"End Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[ppepi_spinal_anesth] = '1'",,,,,
ppanest_comments,postpartum_data_abstraction,,notes,"Medication used on anesthesia:",,,,,,,"[ppepi_spinal_anesth] = '1'",,,,,
ppblood_loss,postpartum_data_abstraction,,text,"Estimated blood loss during delivery:",,ml,integer,,,,"[ppepi_spinal_anesth] = '1'",,,,,
ppdelcompl,postpartum_data_abstraction,"DELIVERY COMPLICATIONS",radio,"Delivery Complications:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
ppchorioamnionitis,postpartum_data_abstraction,,radio,"1. Chorioamnionitis","1, Yes | 0, No",,,,,,[ppdelcompl]='1',,,,,
ppmaternal_fever,postpartum_data_abstraction,,radio,"Maternal Fever (> 38º C):","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
pputerine_tenderness,postpartum_data_abstraction,,radio,"Urine Tenderness:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppmaternal_tachycardia,postpartum_data_abstraction,,radio,"Maternal Taquychardia (> 100 bpm):","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppfetal_tachycardia,postpartum_data_abstraction,,radio,"Fetal Taqhycardia (> 160 bpm):","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppmaternal_wbc,postpartum_data_abstraction,,radio,"Maternal WBC > 15 K:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppsmelling_amnioticfluid,postpartum_data_abstraction,,radio,"Foul Smelling Amniotic Fluid Reported:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppgestational_hypertension,postpartum_data_abstraction,,radio,"2. Did the mother have gestacional hypertension?","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
pppreeclampsia,postpartum_data_abstraction,,radio,"3. Preeclampsia:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppabruptio_placenta,postpartum_data_abstraction,,radio,"4. Abruptio Placenta:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppabruptio_placenta_date,postpartum_data_abstraction,,text,"Date of Abruptio Placenta:",,(MM/DD/YYYY),date_mdy,,,,"[ppabruptio_placenta] = '1'",,,,,
ppabruptio_placenta_time,postpartum_data_abstraction,,text,"Time of Abruptio Placenta:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[ppabruptio_placenta] = '1'",,,,,
pphemorrhage,postpartum_data_abstraction,,radio,"5. Hemorrage after delivery:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
pphemorrhage_bloodloss,postpartum_data_abstraction,,text,"Estimated blood loss:",,(ml),,,,,"[pphemorrhage] = '1'",,,,,
pptransfusion,postpartum_data_abstraction,,radio,"6. Transfusion:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
pptransfusion_prbc,postpartum_data_abstraction,,text,"PRBC Units Administered:",,(ml),,,,,"[pptransfusion] = '1'",,,,,
ppmaternal_seizures,postpartum_data_abstraction,,radio,"7. Maternal Seizures:","1, Yes | 0, No | 9999, Unknown",,,,,,"[ppchorioamnionitis] = '1'",,,,,
ppmaternal_seizures_date,postpartum_data_abstraction,,text,"Date of Maternal Seizures:",,(MM/DD/YYYY),date_mdy,,,,"[ppmaternal_seizures] = '1'",,,,,
ppmaternal_seizures_time,postpartum_data_abstraction,,text,"Time of Maternal Seizures:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,"[ppmaternal_seizures] = '1'",,,,,
ppdelcomplesp,postpartum_data_abstraction,,notes,"Specify Delivery Complications:",,,,,,,[ppdelcompl]='1',,,,,
ppcbcdiff_date_1,postpartum_data_abstraction,"MATERNAL LABORATORIES
CBC + DIFFERENTIAL",text,"CBC Date:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcbcdiff_time_1,postpartum_data_abstraction,,text,"CBC Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcbcdiff_wbc_1,postpartum_data_abstraction,,text,WBC:,,,,,,,,,,,,
cbcdiff_neu_1,postpartum_data_abstraction,,text,Neutrophil:,,,,,,,,,,,,
ppcbcdiff_lymp_1,postpartum_data_abstraction,,text,Lymphocytes:,,,,,,,,,,,,
ppcbcdiff_rbc_1,postpartum_data_abstraction,,text,RBC:,,,,,,,,,,,,
ppcbcdiff_hgb_1,postpartum_data_abstraction,,text,Hgb:,,,,,,,,,,,,
ppcbcdiff_hct_1,postpartum_data_abstraction,,text,Hct:,,,,,,,,,,,,
ppcbcdiff_plt_1,postpartum_data_abstraction,,text,PLT:,,,,,,,,,,,,
ppcbcdiff_date_2,postpartum_data_abstraction,,text,"CBC Date:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcbcdiff_time_2,postpartum_data_abstraction,,text,"CBC Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcbcdiff_wbc_2,postpartum_data_abstraction,,text,WBC:,,,,,,,,,,,,
cbcdiff_neu_2,postpartum_data_abstraction,,text,Neutrophil:,,,,,,,,,,,,
ppcbcdiff_lymp_2,postpartum_data_abstraction,,text,Lymphocytes:,,,,,,,,,,,,
ppcbcdiff_rbc_2,postpartum_data_abstraction,,text,RBC:,,,,,,,,,,,,
ppcbcdiff_hgb_2,postpartum_data_abstraction,,text,Hgb:,,,,,,,,,,,,
ppcbcdiff_hct_2,postpartum_data_abstraction,,text,Hct:,,,,,,,,,,,,
ppcbcdiff_plt_2,postpartum_data_abstraction,,text,PLT:,,,,,,,,,,,,
ppcbcdiff_date_3,postpartum_data_abstraction,,text,"CBC Date:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcbcdiff_time_3,postpartum_data_abstraction,,text,"CBC Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcbcdiff_wbc_3,postpartum_data_abstraction,,text,WBC:,,,,,,,,,,,,
cbcdiff_neu_3,postpartum_data_abstraction,,text,Neutrophil:,,,,,,,,,,,,
ppcbcdiff_lymp_3,postpartum_data_abstraction,,text,Lymphocytes:,,,,,,,,,,,,
ppcbcdiff_rbc_3,postpartum_data_abstraction,,text,RBC:,,,,,,,,,,,,
ppcbcdiff_hgb_3,postpartum_data_abstraction,,text,Hgb:,,,,,,,,,,,,
ppcbcdiff_hct_3,postpartum_data_abstraction,,text,Hct:,,,,,,,,,,,,
ppcbcdiff_plt_3,postpartum_data_abstraction,,text,PLT:,,,,,,,,,,,,
ppcbcdiff_date_4,postpartum_data_abstraction,,text,"CBC Date:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcbcdiff_time_4,postpartum_data_abstraction,,text,"CBC Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcbcdiff_wbc_4,postpartum_data_abstraction,,text,WBC:,,,,,,,,,,,,
cbcdiff_neu_4,postpartum_data_abstraction,,text,Neutrophil:,,,,,,,,,,,,
ppcbcdiff_lymp_4,postpartum_data_abstraction,,text,Lymphocytes:,,,,,,,,,,,,
ppcbcdiff_rbc_4,postpartum_data_abstraction,,text,RBC:,,,,,,,,,,,,
ppcbcdiff_hgb_4,postpartum_data_abstraction,,text,Hgb:,,,,,,,,,,,,
ppcbcdiff_hct_4,postpartum_data_abstraction,,text,Hct:,,,,,,,,,,,,
ppcbcdiff_plt_4,postpartum_data_abstraction,,text,PLT:,,,,,,,,,,,,
ppcbcdiff_date_5,postpartum_data_abstraction,,text,"CBC Date:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcbcdiff_time_5,postpartum_data_abstraction,,text,"CBC Time:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcbcdiff_wbc_5,postpartum_data_abstraction,,text,WBC:,,,,,,,,,,,,
cbcdiff_neu_5,postpartum_data_abstraction,,text,Neutrophil:,,,,,,,,,,,,
ppcbcdiff_lymp_5,postpartum_data_abstraction,,text,Lymphocytes:,,,,,,,,,,,,
ppcbcdiff_rbc_5,postpartum_data_abstraction,,text,RBC:,,,,,,,,,,,,
ppcbcdiff_hgb_5,postpartum_data_abstraction,,text,Hgb:,,,,,,,,,,,,
ppcbcdiff_hct_5,postpartum_data_abstraction,,text,Hct:,,,,,,,,,,,,
ppcbcdiff_plt_5,postpartum_data_abstraction,,text,PLT:,,,,,,,,,,,,
ppcoagulationlab_date_1,postpartum_data_abstraction,"COAGULATION LABORATORIES",text,"Date of Coagulation Laboratories:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcoagulationlab_time_1,postpartum_data_abstraction,,text,"Time of Coagulation Laboratories:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcoagulationlab_pt_1,postpartum_data_abstraction,,text,PT:,,Seconds,,,,,,,,,,
ppcoagulationlab_ptt_1,postpartum_data_abstraction,,text,PTT:,,Seconds,,,,,,,,,,
ppcoagulationlab_inr_1,postpartum_data_abstraction,,text,INR:,,Seconds,,,,,,,,,,
ppcoagulationlab_date_2,postpartum_data_abstraction,,text,"Date of Coagulation Laboratories:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcoagulationlab_time_2,postpartum_data_abstraction,,text,"Time of Coagulation Laboratories:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcoagulationlab_pt_2,postpartum_data_abstraction,,text,PT:,,Seconds,,,,,,,,,,
ppcoagulationlab_ptt_2,postpartum_data_abstraction,,text,PTT:,,Seconds,,,,,,,,,,
ppcoagulationlab_inr_2,postpartum_data_abstraction,,text,INR:,,Seconds,,,,,,,,,,
ppcoagulationlab_date_3,postpartum_data_abstraction,,text,"Date of Coagulation Laboratories:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
ppcoagulationlab_time_3,postpartum_data_abstraction,,text,"Time of Coagulation Laboratories:",,"Military Time (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
ppcoagulationlab_pt_3,postpartum_data_abstraction,,text,PT:,,Seconds,,,,,,,,,,
ppcoagulationlab_ptt_3,postpartum_data_abstraction,,text,PTT:,,Seconds,,,,,,,,,,
ppcoagulationlab_inr_3,postpartum_data_abstraction,,text,INR:,,Seconds,,,,,,,,,,
ppcoagulationlab_date_4,postpartum_data_abstraction,,text,"Date of Coagulation Laboratories:",,(MM/DD/YYYY),date_mdy,,,,,,,,,
